"sink_loc","source_loc","block_name","source_func"
"D:/mine/dasanxia/夏令营/zhemin yang/minicat/MiniCat/unpacked/wx9430f74fda7b3c37/miniprogram_npm/@vant/weapp/mixins/link.js|16:14:16:14","D:/mine/dasanxia/夏令营/zhemin yang/minicat/MiniCat/unpacked/wx9430f74fda7b3c37/miniprogram_npm/@vant/weapp/mixins/link.js|14:15:14:23","var t = ... ata[e];","jumpLink"
